full_name,street1,street2,city,state,zip
4AT Trucking LLC,1401 Freedom Lane,,Lexington,NE,68850
"Indoor Golf Papillion, LLC dba The Back Nine",7775 Olson Drive,Ste 105,Papillion,NE,68046
"Indoor Golf Papillion, LLC dba The Back Nine",7775 Olson Drive,Ste 105,Papillion,NE,68046
"Indoor Golf Papillion, LLC dba The Back Nine",7775 Olson Drive,Ste 105,Papillion,NE,68046
RodKnee LLC,3802 Twin City Drive,,Council Bluffs,IA,51501
Sam's Products LLC,10011 Arcadie,5,Omaha,NE,68134
Smart Solutions 4U LLC,1718 South 51st Street,Unit 6044,Omaha,NE,68106
"Serenity Natural Health & Wellness, LLC",129 North Main Street,,Gordon,NE,69343
"SKRJA, LLC dba Tikka Talk",17125 Bedford Avenue,,Omaha,NE,68116
"Adams Painting Co, LLC",3830 North 99th Circle,,Omaha,NE,68134
"CNA Learning Hub, LLC",2610 West S Street,Apt 314,Lincoln,NE,68522
"Arrow T Productions, LLC",101 Grand Avenue,,Ravenna,NE,68869
"Arrow T Productions, LLC",101 Grand Avenue,,Ravenna,NE,68869
"Mejia Transport, LLC","6912 N 16th St, Lot 55",,Omaha,NE,68112
"La Ranchera, LLC",803 W 4TH ST,,GRAND ISLAND,NE,68801
"La Ranchera, LLC",803 W 4TH ST,,GRAND ISLAND,NE,68801
"The Reading Room, LLC",1505 Farnam Street,,Omaha,NE,68102
"The Reading Room, LLC",1505 Farnam Street,,Omaha,NE,68102
4AT Trucking LLC,1401 Freedom Lane,,Lexington,NE,68850
Car Paint and Repair LLC,1220 East Capital Avenue,,Grand Island,NE,68801
Car Paint and Repair LLC,1220 East Capital Avenue,,Grand Island,NE,68801
"Yoder Construction, Inc",101 McCandless Lane,Ste A,Council Bluffs,IA,51503
"Yoder Construction, Inc",101 McCandless Lane,Ste A,Council Bluffs,IA,51503
"The Scene Event Space, Inc",745 North 14th Street,,Omaha,NE,68102
"Realmfive, Inc.",3300 Folkways Cir,,Lincoln,NE,68504
"Jake's Odd Jobs, Inc.",620 Douglas Cir,,Eagle,NE,68347
"Jake's Odd Jobs, Inc.",620 Douglas Cir,,Eagle,NE,68347
Edmonds Painting,9605 South 24th Street,,Bellevue,NE,68147
"Adams Painting Co, LLC",3830 North 99th Circle,,Omaha,NE,68134
"Noah's Ark Processors, LLC",1009 West M Street,,Hastings,NE,68901
"BoDee, Inc",419 Eagle Street,,Benkelman,NE,69021
"Open Arms Daycare, LLC",PO Box 215,,Arapahoe,NE,68922
"Open Arms Daycare, LLC",PO Box 215,,Arapahoe,NE,68922
"Open Arms Daycare, LLC",PO Box 215,,Arapahoe,NE,68922
"QDJ ENTERPRISES, LLC",5624 Decatur,,Omaha,NE,68104
"Chef Around the Block, LLC",3157 Farnam Street,Suite 7108,Omaha,NE,68131
"Restorative Medical Massage, LLC",808 West Godfrey Drive,,Lincoln,NE,68521
Edmonds Painting,9605 South 24th Street,,Bellevue,NE,68147
"The Emma Louise House for Women, LLC",17614 Samuel Street,,Bennington,NE,68007
"Divine Living, LLC",6657 Sorensen Parkway,,Omaha,NE,68152
"Stone Pillar International, LLC",19809 Tyler St,,Omaha,NE,68135
"Stone Pillar International, LLC",19809 Tyler St,,Omaha,NE,68135
"The Rock of All, LLC",6309 North 48th Street,,Omaha,NE,68104
"The Rock of All, LLC",6309 North 48th Street,,Omaha,NE,68104
"Gamble Tech Firm, LLC",4525 Saratoga Street,,Omaha,NE,68104
"HGP 25 Corby, LLC",4518 Sinclair Avenue,,Austin,TX,78756
Mane Collective LLC,1630 North Main Street,,Omaha,NE,68022
Mane Collective LLC,1630 North Main Street,,Omaha,NE,68022
North Omaha Concrete Services,81050 Weber Plaza,8105 Weber Plaza,Omaha,NE,68122
North Omaha Concrete Services,81050 Weber Plaza,8105 Weber Plaza,Omaha,NE,68122
North Omaha Concrete Services,81050 Weber Plaza,8105 Weber Plaza,Omaha,NE,68122
North Omaha Concrete Services,81050 Weber Plaza,8105 Weber Plaza,Omaha,NE,68122
North Omaha Concrete Services,81050 Weber Plaza,8105 Weber Plaza,Omaha,NE,68122
North Omaha Concrete Services,81050 Weber Plaza,8105 Weber Plaza,Omaha,NE,68122
North Omaha Concrete Services,81050 Weber Plaza,8105 Weber Plaza,Omaha,NE,68122
Ambition Salon,318 S. 72nd Street,318 South 72nd Street,Omaha,NE,68114
Doggone Good Antiques & More,101 E. 1st Street,,Chambers,NE,68725
BRT LLC,2942 Stratford Avenue,,Lincoln,NE,68502
Cleaning Ninjas,1905 High Street,1905 High Street,Lincoln,NE,68502
Cleaning Ninjas,1905 High Street,1905 High Street,Lincoln,NE,68502
Cleaning Ninjas,1905 High Street,1905 High Street,Lincoln,NE,68502
Cleaning Ninjas,1905 High Street,1905 High Street,Lincoln,NE,68502
Cleaning Ninjas,1905 High Street,1905 High Street,Lincoln,NE,68502
"L&K Construction, Inc",5217 Ascot Circle,,Lincoln,NE,68516
"Rief Design & Manufacturing, LLC",2275 N. Road Road,,Bancroft,NE,68004
"Rief Design & Manufacturing, LLC",2275 N. Road Road,,Bancroft,NE,68004
Body Wise Therapy,2504 S. 119th Street,2504 South 119th Street,Omaha,NE,68144
Body Wise Therapy,2504 S. 119th Street,2504 South 119th Street,Omaha,NE,68144
"Maria Bonita Mexican Cuisine , LLC",2219 Deer Park Blvd,,Omaha,NE,68108
"Maria Bonita Mexican Cuisine , LLC",2219 Deer Park Blvd,,Omaha,NE,68108
"Maria Bonita Mexican Cuisine , LLC",2219 Deer Park Blvd,,Omaha,NE,68108
Heartland Child Care,2506 N. 72nd Street,2506 N 72nd Street,Omaha,NE,68134
Heartland Child Care,2506 N. 72nd Street,2506 N 72nd Street,Omaha,NE,68134
Heartland Child Care,2506 N. 72nd Street,2506 N 72nd Street,Omaha,NE,68134
Ground Up Child Care,46220 N. 154th street,,Omaha,NE,68116
Ground Up Child Care,46220 N. 154th street,,Omaha,NE,68116
Ground Up Child Care,46220 N. 154th street,,Omaha,NE,68116
"Nelson Chiropractic & Active Care, PC",12309 Gold Street,,Omaha,NE,68144
"Nelson Chiropractic & Active Care, PC",12309 Gold Street,,Omaha,NE,68144
"Reddy Enterprises, Inc.",10760 Q Street,,Omaha,NE,68127
"Trident Seeding, LLC",3700 N. 48th,,Lincoln,NE,68504
A2O Contracting,4510 S. 59th Street,,Omaha,NE,68117
A2O Contracting,4510 S. 59th Street,,Omaha,NE,68117
A2O Contracting,4510 S. 59th Street,,Omaha,NE,68117
"Rossi Hair Salon, LLC","8516 Grandville Pkwy, Apt 419",,LaVista,NE,68128
Big Brother Lawn Care,1606 Lincoln Road,,Bellevue,NE,68005
Big Brother Lawn Care,1606 Lincoln Road,,Bellevue,NE,68005
Club Mex Restaurant,3018 N. 93rd Street,,Omaha,NE,68134
"Dolezals Hunting Depot, LLC",115 N. 4th Street,,Lyons,NE,68038
"Dolezals Hunting Depot, LLC",115 N. 4th Street,,Lyons,NE,68038
"Dolezals Hunting Depot, LLC",115 N. 4th Street,,Lyons,NE,68038
Landing Zone,7170 Bennington Road,,Omaha,NE,68152
"Daddy's Neighborhood Fresh Market,LLC",4811 NW Radial Hwy Highway,,Omaha,NE,68104
"Daddy's Neighborhood Fresh Market,LLC",4811 NW Radial Hwy Highway,,Omaha,NE,68104
Central American Foods LLC,1014 E. 19th Street,,Columbus,NE,68601
Central American Foods LLC,1014 E. 19th Street,,Columbus,NE,68601
Planet Earth Distilled Drinking Water,6511 Rolling Hills Ct,,Lincoln,NE,68512
Planet Earth Distilled Drinking Water,6511 Rolling Hills Ct,,Lincoln,NE,68512
Planet Earth Distilled Drinking Water,6511 Rolling Hills Ct,,Lincoln,NE,68512
"DJ and Lights, LLC",15719 R Plaza Apt 369,,OMaha,NE,68135
Nates on the Nine,1046 Country Club Drive,,Seward,NE,68434
Nates on the Nine,1046 Country Club Drive,,Seward,NE,68434
"Mays, Inc.",5150 Ames Street,,Omaha,NE,68104
"Mays, Inc.",5150 Ames Street,,Omaha,NE,68104
"Mays, Inc.",5150 Ames Street,,Omaha,NE,68104
"Mays, Inc.",5150 Ames Street,,Omaha,NE,68104
"Transformation Marketing, Inc.",209 W. 4th Street,,Panama,NE,68419
The Game Shoppe,16367 Pine Street,,Omaha,NE,68130
"Go Physical Therapy, PC","18101 R Plaza, Stuie 106 Plaza",,Omaha,NE,68136
"Little Miss Fashion, LLC","4601 S. 50th Street, Ste 214 Street",,Omaha,NE,68107
"Little Miss Fashion, LLC","4601 S. 50th Street, Ste 214 Street",,Omaha,NE,68107
"Little Miss Fashion, LLC","4601 S. 50th Street, Ste 214 Street",,Omaha,NE,68107
"DDBO, LLC dba Window World of Omaha",13229 I Street,,Omaha,NE,68128
"DDBO, LLC dba Window World of Omaha",13229 I Street,,Omaha,NE,68128
"DDBO, LLC dba Window World of Omaha",13229 I Street,,Omaha,NE,68128
"DDBO, LLC dba Window World of Omaha",13229 I Street,,Omaha,NE,68128
"Heavenly Arms Child Care, LLC",5962 Wenninghoff Road,,Omaha,NE,68134
"Heavenly Arms Child Care, LLC",5962 Wenninghoff Road,,Omaha,NE,68134
Sudanese Grocery Mart,3152 Leavenworth street,,Omaha,NE,68104
Montag Supply Company,4106 S. 90th Street,,Omaha,NE,68127
Montag Supply Company,4106 S. 90th Street,,Omaha,NE,68127
"Moonstruck Meadery, LLC",2221 Madison Street,,Bellvue,NE,68005
"Moonstruck Meadery, LLC",2221 Madison Street,,Bellvue,NE,68005
Heads Up Hounds,12705 334th Street,,Louisville,NE,68037
Heads Up Hounds,12705 334th Street,,Louisville,NE,68037
"DOWNTOWN CYCLES, LLC",2450-54 Harney Street,,Omaha,NE,68131
"DOWNTOWN CYCLES, LLC",2450-54 Harney Street,,Omaha,NE,68131
Just Pop'd Popcorn,11226 S. 96th St #119 Street,11226 South 6th Street,Papillion,NE,68046
"Imagine Concepts, LLC",6518 N. 46th Avenue,,Omaha,NE,68152
"Imagine Concepts, LLC",6518 N. 46th Avenue,,Omaha,NE,68152
Pawnee Buggy Shop,62522 710th Trail,,Pawnee City,NE,68420
"Los Solesitos Daycare,Inc",5414 S. 36th Street,,Omaha,NE,68107
"Los Solesitos Daycare,Inc",5414 S. 36th Street,,Omaha,NE,68107
I Juice 4 Life,409 w. Mission Avenue,,Bellevue,NE,68005
I Juice 4 Life,409 w. Mission Avenue,,Bellevue,NE,68005
I Juice 4 Life,409 w. Mission Avenue,,Bellevue,NE,68005
I Juice 4 Life,409 w. Mission Avenue,,Bellevue,NE,68005
"Kids Kountry, Inc.",18516 3rd Street,,Plattsmouth,NE,68048
Lopthrop Childcare Center,3000 Farnam Street,,Omaha,NE,68131
"Salsa Works, LLC",7129 Harrison Street,,La Vista,NE,68128
"TARQUIN, LLC",1700 Saltillo Road,,Roca,NE,68430
"The Approach, LLC",4314 Edgerton Dr Drive,,Bellevue,NE,68123
Dales Trash Service dba Port-A-Johns,19212 Military Road,,Bennington,NE,68007
Dales Trash Service dba Port-A-Johns,19212 Military Road,,Bennington,NE,68007
Dales Trash Service dba Port-A-Johns,19212 Military Road,,Bennington,NE,68007
Paleteria Y Neveria La Michoacana,4002 1/2 S.24th Street,,Omaha,NE,68107
Paleteria Y Neveria La Michoacana,4002 1/2 S.24th Street,,Omaha,NE,68107
"Little Foot Distribution, LLC",19409 R Street,,Omaha,NE,68135
"ACASS Systems, LLC",2215 Leavenworth Street,,Omaha,NE,68102
"ACASS Systems, LLC",2215 Leavenworth Street,,Omaha,NE,68102
PrintOvations,11037 O Street,,Omaha,NE,68137
PrintOvations,11037 O Street,,Omaha,NE,68137
"Bellin, Inc.",3021 Stratford Avenue,,Lincoln,NE,68502
TeamLogic IT of Omaha,607 Pinnacle Drive,,Papillion,NE,68046
McLovin LLC,1012 Howard Street,,Omaha,NE,68102
McLovin LLC,1012 Howard Street,,Omaha,NE,68102
"Omaha Business Insurance Solutions, Inc",10685 Bedford Avenue,,Omaha,NE,68134
"Omaha Business Insurance Solutions, Inc",10685 Bedford Avenue,,Omaha,NE,68134
"Omaha Business Insurance Solutions, Inc",10685 Bedford Avenue,,Omaha,NE,68134
"Omaha Business Insurance Solutions, Inc",10685 Bedford Avenue,,Omaha,NE,68134
"Omaha Business Insurance Solutions, Inc",10685 Bedford Avenue,,Omaha,NE,68134
"The Troll's Den, Inc",3815 2nd Avenue,,Kearney,NE,68847
"The Troll's Den, Inc",3815 2nd Avenue,,Kearney,NE,68847
MP Auto Sales,1305 N. W Radial Hwy,,Omaha,NE,68132
MP Auto Sales,1305 N. W Radial Hwy,,Omaha,NE,68132
MP Auto Sales,1305 N. W Radial Hwy,,Omaha,NE,68132
Catholic Charities - Microbusiness Training and De,3300 N. 60th Street,,Omaha,NE,68104
Catholic Charities - Microbusiness Training and De,3300 N. 60th Street,,Omaha,NE,68104
Catholic Charities - Microbusiness Training and De,3300 N. 60th Street,,Omaha,NE,68104
Catholic Charities - Microbusiness Training and De,3300 N. 60th Street,,Omaha,NE,68104
Catholic Charities - Microbusiness Training and De,3300 N. 60th Street,,Omaha,NE,68104
Catholic Charities - Microbusiness Training and De,3300 N. 60th Street,,Omaha,NE,68104
"Aruma, LLC",302 S. 11th Street,,Omaha,NE,68102
"Aruma, LLC",302 S. 11th Street,,Omaha,NE,68102
"Aruma, LLC",302 S. 11th Street,,Omaha,NE,68102
"Integrity Auto Repair, Inc",8210 Harrison Street,,Omaha,NE,68127
"Integrity Auto Repair, Inc",8210 Harrison Street,,Omaha,NE,68127
"Integrity Auto Repair, Inc",8210 Harrison Street,,Omaha,NE,68127
"Integrity Auto Repair, Inc",8210 Harrison Street,,Omaha,NE,68127
"Integrity Auto Repair, Inc",8210 Harrison Street,,Omaha,NE,68127
Paulynâs Danceware/Dance Studio Inc.,300 W Norfolk Avenue,,Norflok,NE,68701
Paulynâs Danceware/Dance Studio Inc.,300 W Norfolk Avenue,,Norflok,NE,68701
Paulynâs Danceware/Dance Studio Inc.,300 W Norfolk Avenue,,Norflok,NE,68701
Paulynâs Danceware/Dance Studio Inc.,300 W Norfolk Avenue,,Norflok,NE,68701
"Paradise Dance Club,LLC",2322 17th Street,,Columbus,NE,68601
"Paradise Dance Club,LLC",2322 17th Street,,Columbus,NE,68601
"Advantage Door and Harware Supply, Inc.",10906 John Galt Blvd,,Omaha,NE,68137
"Advantage Door and Harware Supply, Inc.",10906 John Galt Blvd,,Omaha,NE,68137
"Advantage Door and Harware Supply, Inc.",10906 John Galt Blvd,,Omaha,NE,68137
"Advantage Door and Harware Supply, Inc.",10906 John Galt Blvd,,Omaha,NE,68137
"Advantage Door and Harware Supply, Inc.",10906 John Galt Blvd,,Omaha,NE,68137
Wholelsale Jeans & Shoes Outlet dba Dejourn Fashio,4816 S. 24th Street,,Omaha,NE,68107
Money Smarts Inc.,4316 S. 48th Street,,Lincoln,NE,68516
Money Smarts Inc.,4316 S. 48th Street,,Lincoln,NE,68516
"A&K Party Pals, LLC",7400 Dodge street,,Omaha,NE,68114
"A&K Party Pals, LLC",7400 Dodge street,,Omaha,NE,68114
"Bloomfield Tire & Oil, LLC",112 W. Main St,,Bloomfield,NE,68718
"Bloomfield Tire & Oil, LLC",112 W. Main St,,Bloomfield,NE,68718
"Wayne's World of Flavor, LLC",4418 Franklin Street,,Omaha,NE,68111
"Wayne's World of Flavor, LLC",4418 Franklin Street,,Omaha,NE,68111
"Wayne's World of Flavor, LLC",4418 Franklin Street,,Omaha,NE,68111
"Wayne's World of Flavor, LLC",4418 Franklin Street,,Omaha,NE,68111
"Wayne's World of Flavor, LLC",4418 Franklin Street,,Omaha,NE,68111
"Ken & Associates, LLC",4318 N. 52nd Street #2 Street,,Omaha,NE,68104
"Ken & Associates, LLC",4318 N. 52nd Street #2 Street,,Omaha,NE,68104
"Ken & Associates, LLC",4318 N. 52nd Street #2 Street,,Omaha,NE,68104
"Ken & Associates, LLC",4318 N. 52nd Street #2 Street,,Omaha,NE,68104
"Ken & Associates, LLC",4318 N. 52nd Street #2 Street,,Omaha,NE,68104
"Adana's Kebab House, LLC",3604 Twin Creek Drive Drive,,Bellevue,NE,68123
"Adana's Kebab House, LLC",3604 Twin Creek Drive Drive,,Bellevue,NE,68123
"Adana's Kebab House, LLC",3604 Twin Creek Drive Drive,,Bellevue,NE,68123
"Adana's Kebab House, LLC",3604 Twin Creek Drive Drive,,Bellevue,NE,68123
Wilburn Construction LLC,2578 Pratt Street,,Omaha,NE,68111
Wilburn Construction LLC,2578 Pratt Street,,Omaha,NE,68111
"Crowned Star, Inc. (dba Westwood Services)",8708 S. 102nd Street,,LaVista,NE,68128
Dempsters LLC (dba Dempsters Manufacturing LLC),711 S. 6th Street,,Beatrice,NE,68310
Lincoln Mart,2619 Holdrege Street,,Lincoln,NE,68503
American Legacy Roofing,4613 S. 63rd Street,,Omaha,NE,68117
American Legacy Roofing,4613 S. 63rd Street,,Omaha,NE,68117
Perkins Construction,3223 N. 45th Street,,Omaha,NE,68104
Perkins Construction,3223 N. 45th Street,,Omaha,NE,68104
Perkins Construction,3223 N. 45th Street,,Omaha,NE,68104
Perkins Construction,3223 N. 45th Street,,Omaha,NE,68104
Perkins Construction,3223 N. 45th Street,,Omaha,NE,68104
Perkins Construction,3223 N. 45th Street,,Omaha,NE,68104
Perkins Construction,3223 N. 45th Street,,Omaha,NE,68104
Perkins Construction,3223 N. 45th Street,,Omaha,NE,68104
Charles Construction,4116 N. 37th Street,,Omaha,NE,68111
SBH Transportation,PO Box 94,,Valley,NE,68064
SBH Transportation,PO Box 94,,Valley,NE,68064
SBH Transportation,PO Box 94,,Valley,NE,68064
SBH Transportation,PO Box 94,,Valley,NE,68064
Ho-Chunk Community Capital Corporation,509 N. Ho-Chunk Plaza Plaza,,Winnebago,NE,68071
Esther Beauty Salon,1208 S. 24th Street,,Omaha,NE,68108
Esther Beauty Salon,1208 S. 24th Street,,Omaha,NE,68108
FS Brewery Inc,3922 Farnam Street,,Omaha,NE,68131
FS Brewery Inc,3922 Farnam Street,,Omaha,NE,68131
"McNeil's Cleaning, LLC","4403 N. 62nd St, #39 Street",,Omaha,NE,68104
"McNeil's Cleaning, LLC","4403 N. 62nd St, #39 Street",,Omaha,NE,68104
"McNeil's Cleaning, LLC","4403 N. 62nd St, #39 Street",,Omaha,NE,68104
"McNeil's Cleaning, LLC","4403 N. 62nd St, #39 Street",,Omaha,NE,68104
"McNeil's Cleaning, LLC","4403 N. 62nd St, #39 Street",,Omaha,NE,68104
"McNeil's Cleaning, LLC","4403 N. 62nd St, #39 Street",,Omaha,NE,68104
"McNeil's Cleaning, LLC","4403 N. 62nd St, #39 Street",,Omaha,NE,68104
"McNeil's Cleaning, LLC","4403 N. 62nd St, #39 Street",,Omaha,NE,68104
"NJ Professional Real Estate, LLC",3203 Maplewood Blvd,,Omaha,NE,68134
"NJ Professional Real Estate, LLC",3203 Maplewood Blvd,,Omaha,NE,68134
"NJ Professional Real Estate, LLC",3203 Maplewood Blvd,,Omaha,NE,68134
Ray Kyles dba YANA 2505,2415 S. Mineralr Drive,,Papillion,NE,68046
"Superior Heating & Cooling, LLC",2915 N. 16th Street,,Omaha,NE,68110
"Superior Heating & Cooling, LLC",2915 N. 16th Street,,Omaha,NE,68110
"Superior Heating & Cooling, LLC",2915 N. 16th Street,,Omaha,NE,68110
"Superior Heating & Cooling, LLC",2915 N. 16th Street,,Omaha,NE,68110
"Superior Heating & Cooling, LLC",2915 N. 16th Street,,Omaha,NE,68110
"Superior Heating & Cooling, LLC",2915 N. 16th Street,,Omaha,NE,68110
"Superior Heating & Cooling, LLC",2915 N. 16th Street,,Omaha,NE,68110
"Superior Heating & Cooling, LLC",2915 N. 16th Street,,Omaha,NE,68110
Matrixo LLC,3828 Ames Avenue,,Omaha,NE,68111
Starkweather Productions,2235 St Mary's Avenue,,Omaha,NE,68102
S & H Portable Johns,1315 E. Avenue Ave,,Holdrege,NE,68949
S & H Portable Johns,1315 E. Avenue Ave,,Holdrege,NE,68949
S & H Portable Johns,1315 E. Avenue Ave,,Holdrege,NE,68949
S & H Portable Johns,1315 E. Avenue Ave,,Holdrege,NE,68949
"Uprising Bakery, Inc",6015 Maple Street,,Omaha,NE,68104
"Uprising Bakery, Inc",6015 Maple Street,,Omaha,NE,68104
"Uprising Bakery, Inc",6015 Maple Street,,Omaha,NE,68104
"Black Men United, Inc.",4200 N. 30th Street,,Omaha,NE,68111
"Black Men United, Inc.",4200 N. 30th Street,,Omaha,NE,68111
Tech Solutions & Repair,7314 Valley Road,,LaVista,NE,68128
"Green River Recycling, LLC",1809 N. 115th Plaza #3309 Plaza,,Omaha,NE,68154
"Green River Recycling, LLC",1809 N. 115th Plaza #3309 Plaza,,Omaha,NE,68154
"Green River Recycling, LLC",1809 N. 115th Plaza #3309 Plaza,,Omaha,NE,68154
"Spotlight Formal Wear, Inc.",19902 Marcy Street,,Elkhorn,NE,68022
"Spotlight Formal Wear, Inc.",19902 Marcy Street,,Elkhorn,NE,68022
"Trailblazers Constructors, LLC",4023 N. 42nd Street,,Omaha,NE,68111
"Trailblazers Constructors, LLC",4023 N. 42nd Street,,Omaha,NE,68111
"Trailblazers Constructors, LLC",4023 N. 42nd Street,,Omaha,NE,68111
"Trailblazers Constructors, LLC",4023 N. 42nd Street,,Omaha,NE,68111
"Trailblazers Constructors, LLC",4023 N. 42nd Street,,Omaha,NE,68111
"Trailblazers Constructors, LLC",4023 N. 42nd Street,,Omaha,NE,68111
"Trailblazers Constructors, LLC",4023 N. 42nd Street,,Omaha,NE,68111
"Trailblazers Constructors, LLC",4023 N. 42nd Street,,Omaha,NE,68111
"Ruben Cothern, LLC dba Gala Painting",13063 Taylor Circle,,Omaha,NE,68164
"Ruben Cothern, LLC dba Gala Painting",13063 Taylor Circle,,Omaha,NE,68164
"Ruben Cothern, LLC dba Gala Painting",13063 Taylor Circle,,Omaha,NE,68164
"Ruben Cothern, LLC dba Gala Painting",13063 Taylor Circle,,Omaha,NE,68164
"Ruben Cothern, LLC dba Gala Painting",13063 Taylor Circle,,Omaha,NE,68164
"Ruben Cothern, LLC dba Gala Painting",13063 Taylor Circle,,Omaha,NE,68164
"Ruben Cothern, LLC dba Gala Painting",13063 Taylor Circle,,Omaha,NE,68164
"Ruben Cothern, LLC dba Gala Painting",13063 Taylor Circle,,Omaha,NE,68164
"Ruben Cothern, LLC dba Gala Painting",13063 Taylor Circle,,Omaha,NE,68164
"Ruben Cothern, LLC dba Gala Painting",13063 Taylor Circle,,Omaha,NE,68164
"Ruben Cothern, LLC dba Gala Painting",13063 Taylor Circle,,Omaha,NE,68164
"Ruben Cothern, LLC dba Gala Painting",13063 Taylor Circle,,Omaha,NE,68164
"Ruben Cothern, LLC dba Gala Painting",13063 Taylor Circle,,Omaha,NE,68164
"Ruben Cothern, LLC dba Gala Painting",13063 Taylor Circle,,Omaha,NE,68164
"Ruben Cothern, LLC dba Gala Painting",13063 Taylor Circle,,Omaha,NE,68164
"Ruben Cothern, LLC dba Gala Painting",13063 Taylor Circle,,Omaha,NE,68164
"Ruben Cothern, LLC dba Gala Painting",13063 Taylor Circle,,Omaha,NE,68164
"Core10 Pilates, LLC",17525 Gold Plaza,17525 Gold Plaza,Omaha,NE,68130
"Bling by Zing, Inc",12563 S. 79th Avenue,,Papillion,NE,68046
Taqueria Antartica,66210 Railroad Avenue,,Omaha,NE,68107
Trimmerz  Lawn and Landscape,7710 Terry Drive,,La Vista,NE,68128
Trimmerz  Lawn and Landscape,7710 Terry Drive,,La Vista,NE,68128
Trimmerz  Lawn and Landscape,7710 Terry Drive,,La Vista,NE,68128
Rodriguez Contractors LLC,5502 North 16th Street,,Omaha,NE,68110
Rodriguez Contractors LLC,5502 North 16th Street,,Omaha,NE,68110
Rodriguez Contractors LLC,5502 North 16th Street,,Omaha,NE,68110
Rodriguez Contractors LLC,5502 North 16th Street,,Omaha,NE,68110
Rodriguez Contractors LLC,5502 North 16th Street,,Omaha,NE,68110
Alvarado & Sons Inc.,4705 Giles Road,,Bellevue,NE,68157
Alvarado & Sons Inc.,4705 Giles Road,,Bellevue,NE,68157
Ho-Chunk Community Development Corporation,509 N. Ho-Chunk Plaza,,Winnebago,NE,68071
Ho-Chunk Community Development Corporation,509 N. Ho-Chunk Plaza,,Winnebago,NE,68071
Ho-Chunk Community Development Corporation,509 N. Ho-Chunk Plaza,,Winnebago,NE,68071
Ho-Chunk Community Development Corporation,509 N. Ho-Chunk Plaza,,Winnebago,NE,68071
Surface 1 Construction LLC,4004 N. 162nd Avenue,,Omaha,NE,68116
Surface 1 Construction LLC,4004 N. 162nd Avenue,,Omaha,NE,68116
Surface 1 Construction LLC,4004 N. 162nd Avenue,,Omaha,NE,68116
Surface 1 Construction LLC,4004 N. 162nd Avenue,,Omaha,NE,68116
Surface 1 Construction LLC,4004 N. 162nd Avenue,,Omaha,NE,68116
Surface 1 Construction LLC,4004 N. 162nd Avenue,,Omaha,NE,68116
"Ciera Thomas Investments, LLC dba Mo Hauling",3914 N. 17th Street,,Omaha,NE,68110
"Ciera Thomas Investments, LLC dba Mo Hauling",3914 N. 17th Street,,Omaha,NE,68110
"Ciera Thomas Investments, LLC dba Mo Hauling",3914 N. 17th Street,,Omaha,NE,68110
"Ciera Thomas Investments, LLC dba Mo Hauling",3914 N. 17th Street,,Omaha,NE,68110
"Ciera Thomas Investments, LLC dba Mo Hauling",3914 N. 17th Street,,Omaha,NE,68110
"Ciera Thomas Investments, LLC dba Mo Hauling",3914 N. 17th Street,,Omaha,NE,68110
"Ciera Thomas Investments, LLC dba Mo Hauling",3914 N. 17th Street,,Omaha,NE,68110
"Ciera Thomas Investments, LLC dba Mo Hauling",3914 N. 17th Street,,Omaha,NE,68110
Skin So Sweet Spa,7640 Towne Center Parkway,,Papillion,NE,68046
Skin So Sweet Spa,7640 Towne Center Parkway,,Papillion,NE,68046
Skin So Sweet Spa,7640 Towne Center Parkway,,Papillion,NE,68046
Skin So Sweet Spa,7640 Towne Center Parkway,,Papillion,NE,68046
"Towle & Sons, LLC",4110 W. Huntington Avenue,,Lincoln,NE,68524
"Towle & Sons, LLC",4110 W. Huntington Avenue,,Lincoln,NE,68524
"Towle & Sons, LLC",4110 W. Huntington Avenue,,Lincoln,NE,68524
"GI Print & Graphics, LLC",2315 North Webb Road,2315 North Webb Road,Grand Island,NE,68803
"GI Print & Graphics, LLC",2315 North Webb Road,2315 North Webb Road,Grand Island,NE,68803
All Business & Commercial Recycling,300 W. 7th Street,,North Platte,NE,69101
All Business & Commercial Recycling,300 W. 7th Street,,North Platte,NE,69101
Hastings Economic Development Corporation,301 S. Burlington Avenue,,Hastings,NE,68901
Hastings Economic Development Corporation,301 S. Burlington Avenue,,Hastings,NE,68901
Hastings Economic Development Corporation,301 S. Burlington Avenue,,Hastings,NE,68901
Hastings Economic Development Corporation,301 S. Burlington Avenue,,Hastings,NE,68901
"Networks Staffing Solutions, LLC",930 S. 48th Street,930 South 48th Street,Omaha,NE,68106
York Skating Rink,1017 S Road,,York,NE,68467
York Skating Rink,1017 S Road,,York,NE,68467
York Skating Rink,1017 S Road,,York,NE,68467
"Omaha Rockets Kanteen, LLC",2526 Franklin Street,,Omaha,NE,68111
"Omaha Rockets Kanteen, LLC",2526 Franklin Street,,Omaha,NE,68111
"Omaha Rockets Kanteen, LLC",2526 Franklin Street,,Omaha,NE,68111
"Darali Inc., dba Kremer Funeral Home",6302 Maple Street,6302 Maple Street,Omaha,NE,68104
Houston Construction,2505 N. 24th Street,,Omaha,NE,68110
Houston Construction,2505 N. 24th Street,,Omaha,NE,68110
Houston Construction,2505 N. 24th Street,,Omaha,NE,68110
Houston Construction,2505 N. 24th Street,,Omaha,NE,68110
Houston Construction,2505 N. 24th Street,,Omaha,NE,68110
Houston Construction,2505 N. 24th Street,,Omaha,NE,68110
